startdate_extracted,startdate_standard,year,month,season,mean_ci,median_ci,std_ci,min_ci,max_ci,perc_ci,mean_dn,median_dn,std_dn,min_dn,max_dn,perc_dn
2016199,2016-07-17,2016,7,3,0.004369092567859392,0.0026880998708233637,0.0038187100912184177,6.677707623479695e-05,0.016826639874000782,[0.0016102  0.0026881  0.00690932 0.01122761 0.01184992 0.0135608 ],140.2247145187602,138.0,37.48095319609457,1,206,[119. 138. 173. 191. 193. 198.]
2016206,2016-07-24,2016,7,3,0.003980830449547136,0.002348958802944899,0.004782052582863043,6.677707623479695e-05,0.02325762693933648,[0.00129768 0.00234896 0.00381705 0.01217389 0.01728667 0.01925606],131.48942394239424,133.0,41.40091927445413,1,218,[111. 133. 151. 194. 207. 211.]
2016213,2016-07-31,2016,7,3,0.005547335289379638,0.0032467092624460787,0.005696456848522731,6.677707623479695e-05,0.03045828176842181,[0.00104582 0.00324671 0.00834514 0.01470373 0.01824481 0.02087899],137.72430388449638,145.0,53.09302204558611,1,228,[103. 145. 180. 201. 209. 214.]
2016220,2016-08-07,2016,8,3,0.00780296224047316,0.0067254508006298515,0.006604442900636932,6.677707623479695e-05,0.052237862751382015,[0.00210872 0.00672545 0.01217389 0.01510572 0.01775928 0.031291  ],156.9391815509835,172.0,48.17668194948717,1,248,[129. 172. 194. 202. 208. 229.]
2016227,2016-08-14,2016,8,3,0.007063926481133818,0.005568309930770164,0.006361261721164641,6.677707623479695e-05,0.04209915704428271,[0.00194481 0.00556831 0.01092882 0.01506552 0.01925606 0.0273432 ],151.2470647433747,165.0,50.415980227836634,1,240,[126.  165.  190.  201.9 211.  224. ]
2016234,2016-08-21,2016,8,3,0.005968911332639305,0.0033354727736323755,0.0061473915042100724,6.677707623479695e-05,0.03302534780013992,[0.0007169  0.00333547 0.01122761 0.01510572 0.01682664 0.0226387 ],134.1842700867597,146.0,61.00629635264831,1,231,[ 89. 146. 191. 202. 206. 217.]
2016241,2016-08-28,2016,8,3,0.005227416950936959,0.0016101984342484148,0.006241808400027188,6.677707623479695e-05,0.03678776469917318,[0.00028654 0.0016102  0.01122761 0.01431243 0.01594298 0.02144981],117.68373687593743,119.0,68.50886810264468,1,235,[ 55. 119. 191. 200. 204. 215.]
2016248,2016-09-04,2016,9,4,0.004772414367359941,0.0017459081809869956,0.005817313474574492,6.677707623479695e-05,0.03302534780013992,[0.00044117 0.00174591 0.00857329 0.01470373 0.01637885 0.01824481],120.39519170333124,122.0,61.17780586428917,1,231,[ 71. 122. 181. 201. 205. 209.]
2016255,2016-09-11,2016,9,4,0.005699647445489479,0.0029146566385597063,0.005392046905376614,6.677707623479695e-05,0.02203623524596353,[0.00066118 0.00291466 0.01122761 0.01319992 0.01431243 0.01594298],132.4232558139535,141.0,61.81808083467042,1,216,[ 86. 141. 191. 197. 200. 204.]
2016262,2016-09-18,2016,9,4,0.003055574591250512,0.0010458162845362108,0.004667010763936382,6.677707623479695e-05,0.02203623524596353,[0.00034608 0.00104582 0.00283709 0.01319992 0.01510572 0.01637885],104.12437363484517,103.0,55.38651359313244,1,216,[ 62. 103. 140. 197. 202. 205.]
2016269,2016-09-25,2016,9,4,0.007389269903029108,0.005420126217583866,0.00628498919782374,6.677707623479695e-05,0.022638695600632062,[0.00095169 0.00542013 0.01393155 0.0155187  0.01594298 0.01682664],144.17927710843372,164.0,62.30639917208088,1,217,[ 99.5 164.  199.  203.  204.  206. ]
2016276,2016-10-02,2016,10,4,0.00701162329196308,0.005876941937084154,0.005771223287098385,6.677707623479695e-05,0.020323354845454233,[0.00107441 0.00587694 0.01284865 0.01431243 0.01510572 0.01594298],143.8646699944537,167.0,61.189987995432,1,213,[104. 167. 196. 200. 202. 204.]
2016283,2016-10-09,2016,10,4,0.007747211320987612,0.006909321476787905,0.007173882216205375,6.677707623479695e-05,0.022638695600632062,[0.00037525 0.00690932 0.01510572 0.01728667 0.01775928 0.01978251],135.31184486373166,173.0,72.77668036954663,1,217,[ 65. 173. 202. 207. 208. 212.]
2016290,2016-10-16,2016,10,4,0.0037180342798039455,0.0005328505274418883,0.005290536146175147,6.677707623479695e-05,0.022638695600632062,[0.00014998 0.00053285 0.00587694 0.01393155 0.01470373 0.01694165],95.75251889168766,78.0,69.88565570993686,1,217,[ 31.    78.   167.   199.   201.   206.25]
2016297,2016-10-23,2016,10,4,0.008419988325715139,0.010354887860243467,0.0057716064687934965,6.677707623479695e-05,0.019782510276304014,[0.00154649 0.01035489 0.0135608  0.01510572 0.0155187  0.01637885],154.82217714672075,188.0,59.80833841990675,1,212,[117.5 188.  198.  202.  203.  205. ]
2016304,2016-10-30,2016,10,4,0.005861624392566993,0.006909321476787905,0.0035542390624476797,7.047829676137728e-05,0.011849919498210883,[0.0022256  0.00690932 0.00904848 0.01007932 0.01063799 0.01153457],152.3173293323331,173.0,42.09330159038385,3,193,[131. 173. 183. 187. 189. 192.]
2016311,2016-11-06,2016,11,4,0.006232778195484792,0.007491648628402593,0.004929074717871344,6.677707623479695e-05,0.014312430803509307,[0.00033687 0.00749165 0.01063799 0.0120767  0.01284865 0.0135608 ],133.36581096849474,176.0,69.97570688863411,1,200,[ 61.  176.  189.  193.7 196.  198. ]
2016318,2016-11-13,2016,11,4,0.0017261401673953158,0.00025723342482601144,0.0032866691226241616,6.677707623479695e-05,0.01594297628170528,[0.00012757 0.00025723 0.00079857 0.00749165 0.01035489 0.01319992],68.99462571976967,51.0,57.83567271412701,1,204,[ 25.  51.  93. 176. 188. 197.]
2016325,2016-11-20,2016,11,4,0.0005671652876575513,0.00028653877508056605,0.0008859311761047705,6.677707623479695e-05,0.00880767741436161,[0.00013375 0.00028654 0.00059356 0.00122953 0.00194481 0.00513548],57.86640821458508,55.0,37.847449715480174,1,182,[ 26.75  55.    82.   109.   126.   162.  ]
2016332,2016-11-27,2016,11,4,0.00030990478006741323,0.0001861055822416004,0.0003404306361295332,6.677707623479695e-05,0.0030762058944845926,[0.00011148 0.00018611 0.00037026 0.00066118 0.00096452 0.0016102 ],44.290008123476845,39.0,29.867803333262437,1,143,[ 20.   39.   64.5  86.  100.  119. ]
2016339,2016-12-04,2016,12,1,0.0003980801191158802,0.00023092523805587757,0.0004307823439571631,6.677707623479695e-05,0.004487571694164119,[0.00011766 0.00023093 0.00050487 0.00093886 0.00119681 0.00203453],51.330882352941174,47.0,33.4056501593648,1,157,[ 22.    47.    76.    99.   108.   127.66]
2016346,2016-12-11,2016,12,1,0.00037907019466933617,0.00023723862594941727,0.0003911299419393111,6.677707623479695e-05,0.004028611610130368,[0.00012087 0.00023724 0.00049143 0.00086588 0.00116496 0.00194481],50.64350947579581,48.0,32.24697624803645,1,153,[ 23.  48.  75.  96. 107. 126.]
2016353,2016-12-18,2016,12,1,0.00035925074156031915,0.0002642660662288421,0.00029677895580827957,6.677707623479695e-05,0.004028611610130368,[0.00013465 0.00026427 0.00049143 0.00077732 0.00096452 0.00133316],51.89398509581263,52.0,29.540640217017803,1,153,[ 27.  52.  75.  92. 100. 112.]
2016360,2016-12-25,2016,12,1,0.00034465411134067925,0.00021879802626908177,0.00038162132440005,6.677707623479695e-05,0.0072922810778448905,[0.00012087 0.0002188  0.00042943 0.00077732 0.00099089 0.00163529],48.00952693823916,45.0,30.78419182631042,1,175,[ 23.    45.    70.    92.   101.   119.57]
2017001,2017-01-01,2017,1,1,0.000401901538624812,0.00022477986187010584,0.0005378528134286049,6.677707623479695e-05,0.006372258716007311,[0.00012087 0.00022478 0.00047835 0.00088955 0.00126315 0.00241318],50.28196630764982,46.0,33.47057268229393,1,170,[ 23.  46.  74.  97. 110. 134.]
2017008,2017-01-08,2017,1,1,0.00035804480896620047,0.0002437246189121554,0.0003359675610737881,6.677707623479695e-05,0.005568309930770164,[0.00012757 0.00024372 0.00047835 0.00079857 0.00101799 0.00152564],50.40102490763914,49.0,30.528912294739033,1,165,[ 25.  49.  74.  93. 102. 117.]
2017015,2017-01-15,2017,1,1,0.00045630108480194763,0.0002789134129525243,0.0004703759743700301,6.677707623479695e-05,0.004251903506478243,[0.00013106 0.00027891 0.00057776 0.00113396 0.00152564 0.00205261],56.11616847826087,54.0,34.248107048512885,1,155,[ 26.  54.  81. 106. 117. 128.]
2017022,2017-01-22,2017,1,1,0.00012388936622947886,0.0001421082855563661,2.576544280386524e-05,8.745152757570437e-05,0.0001421082855563661,[0.00011478 0.00014211 0.00014211 0.00014211 0.00014211 0.00014211],23.0,29.0,8.48528137423857,11,29,[20. 29. 29. 29. 29. 29.]
2017029,2017-01-29,2017,1,1,0.00033266988882171654,0.00021297537911518986,0.00032623680861138476,6.677707623479695e-05,0.0029146566385597063,[0.00011148 0.00021298 0.00042943 0.00075664 0.00101799 0.00156735],46.97761053621825,44.0,30.806446209564733,1,141,[ 20.  44.  70.  91. 102. 118.]
2017036,2017-02-05,2017,2,1,0.0003275180518318889,0.00022477986187010584,0.00028576037678617786,6.677707623479695e-05,0.0015673478770918932,[0.00012757 0.00022478 0.00042943 0.00071309 0.00092387 0.00136961],48.347150259067355,46.0,28.786307637886072,1,118,[ 25.   46.   70.   88.8  98.4 113. ]
2017043,2017-02-12,2017,2,1,0.0003241980462651741,0.000207307684089783,0.0003396912453958885,6.677707623479695e-05,0.0029943419864698214,[0.00011453 0.00020731 0.00040688 0.0007169  0.00088955 0.00185074],46.13790613718412,43.0,30.085709813230583,1,142,[ 21.    43.    68.    89.    97.   124.16]
2017050,2017-02-19,2017,2,1,0.000634345859052418,0.00042371700441806574,0.0006565603694727647,6.677707623479695e-05,0.0032467092624460787,[0.00019511 0.00042372 0.00079857 0.00129768 0.0020543  0.00315533],67.95192307692308,69.5,35.635273095761,1,145,[ 40.75  69.5   93.   111.   127.95 143.94]
2017057,2017-02-26,2017,2,1,0.0003408304114931952,0.00021297537911518986,0.0003571999001595011,6.677707623479695e-05,0.004865790431142645,[0.00011453 0.00021298 0.00042943 0.00075664 0.00104582 0.00174591],47.32960372960373,44.0,31.102911893923988,1,160,[ 21.  44.  70.  91. 103. 122.]
2017064,2017-03-05,2017,3,2,0.0004015811331511113,0.00025723342482601144,0.000406826543154727,6.677707623479695e-05,0.004138751965430195,[0.00012757 0.00025723 0.00053285 0.00091387 0.00119681 0.00199798],52.70229445506692,51.0,32.69966019337578,1,154,[ 25.  51.  78.  98. 108. 127.]
2017071,2017-03-12,2017,3,2,0.0005522610349234658,0.00038551155521251214,0.0004919258464787888,6.677707623479695e-05,0.0032467092624460787,[0.00017164 0.00038551 0.00077732 0.00126315 0.00156735 0.00216637],64.55854616895874,66.0,34.401728493800455,1,145,[ 36.  66.  92. 110. 118. 130.]
2017078,2017-03-19,2017,3,2,0.00069970275892439,0.0005328505274418883,0.0006011970793015276,6.677707623479695e-05,0.005876941937084154,[0.0002188  0.00053285 0.00101799 0.00152564 0.0018729  0.00256921],73.08383029476913,78.0,35.77189322326663,1,167,[ 45.    78.   102.   117.   124.6  136.32]
2017085,2017-03-26,2017,3,2,0.0005207955985884547,0.00022477986187010584,0.0006113080158474768,6.860273023526938e-05,0.0032467092624460787,[0.00012087 0.00022478 0.0006525  0.00156735 0.00176798 0.0026881 ],55.90506329113924,46.0,38.77128455453407,2,145,[ 23.    46.    85.5  118.   122.45 138.  ]
2017092,2017-04-02,2017,4,2,0.0004882282278690665,0.00040687911668479677,0.000365590328178712,6.677707623479695e-05,0.0030762058944845926,[0.00019642 0.00040688 0.0007169  0.00096452 0.00110378 0.00152564],63.64264849074976,68.0,30.45506613931824,1,143,[ 41.  68.  89. 100. 105. 117.]
2017099,2017-04-09,2017,4,2,0.0005123627492325007,0.00036526612723037066,0.0005751938911051771,6.677707623479695e-05,0.004368148557683102,[0.00016707 0.00036527 0.00059356 0.00100729 0.00131187 0.00316031],61.50777202072539,64.0,32.64110367987353,1,156,[ 35.   64.   82.  101.6 111.4 144. ]
2017106,2017-04-16,2017,4,2,0.0006313603716752968,0.00035554567493746266,0.0008947197615164937,6.677707623479695e-05,0.007906884593269861,[0.00016707 0.00035555 0.0007169  0.00133316 0.00194481 0.0047363 ],63.8990435706695,63.0,37.14505285046417,1,178,[ 35.  63.  89. 112. 126. 159.]
2017113,2017-04-23,2017,4,2,0.0050731802032653855,0.006037614778168966,0.0038442624816125413,6.677707623479695e-05,0.011534569761210737,[0.00057776 0.00603761 0.00857329 0.00955    0.01035489 0.01122761],133.86285714285714,168.0,59.30708021193849,1,192,[ 81. 168. 181. 185. 188. 191.]
2017120,2017-04-30,2017,4,2,0.007767885244801818,0.007491648628402593,0.005495483626149786,6.677707623479695e-05,0.02203623524596353,[0.00241318 0.00749165 0.01284865 0.01510572 0.01594298 0.01775928],156.5289193302892,176.0,52.31344618983546,1,216,[134. 176. 196. 202. 204. 208.]
2017127,2017-05-07,2017,5,2,0.0038408739406412063,0.0006264543077991759,0.0052421553493357175,6.677707623479695e-05,0.017286672330235658,[0.00023724 0.00062645 0.00880768 0.01284865 0.01450808 0.01594298],101.29078321073129,84.0,65.9127722815611,1,207,[ 48.   84.  182.  196.  200.5 204. ]
2017134,2017-05-14,2017,5,2,0.006284650786893716,0.005720544917298125,0.00466914824785354,6.860273023526938e-05,0.021449807549949466,[0.00168814 0.00572054 0.01092882 0.01250672 0.01284865 0.01510572],148.20328719723184,166.0,51.110972517510206,2,215,[120.75 166.   190.   195.   196.   202.  ]
2017141,2017-05-21,2017,5,2,0.004610946925848849,0.0015256376578027826,0.0050539725036050295,6.677707623479695e-05,0.01824481230988928,[0.00034608 0.00152564 0.01035489 0.01217389 0.01319992 0.01470373],117.63756953359007,117.0,64.65355493525409,1,209,[ 62. 117. 188. 194. 197. 201.]
2017148,2017-05-28,2017,5,2,0.009456055779795565,0.010928823193440932,0.004575239754244144,6.860273023526938e-05,0.019782510276304014,[0.00677142 0.01092882 0.01319992 0.01393155 0.01431243 0.01632219],172.92237442922374,190.0,40.52789108756982,2,212,[172.25 190.   197.   199.   200.   204.87]
2017155,2017-06-04,2017,6,3,0.01031521892462145,0.011692244629710809,0.004651621224634127,6.860273023526938e-05,0.020878985851911634,[0.00729228 0.01169224 0.01393155 0.01510572 0.0155187  0.01700605],178.58874801901743,192.5,35.519481498811736,2,214,[175.   192.5  199.   202.   203.   206.39]
2017162,2017-06-11,2017,6,3,0.010910103267216809,0.011534569761210737,0.004439491057701062,7.24051403982037e-05,0.02203623524596353,[0.00834514 0.01153457 0.01431243 0.01594298 0.01682664 0.01775928],182.5054121565362,192.0,32.85301729009477,4,216,[180. 192. 200. 204. 206. 208.]
2017169,2017-06-18,2017,6,3,0.01446904930177235,0.01594297628170528,0.005383824786179472,6.677707623479695e-05,0.02203623524596353,[0.01393155 0.01594298 0.01728667 0.01925606 0.02032335 0.02144981],191.06709781729992,204.0,39.33171977143627,1,216,[199. 204. 207. 211. 213. 215.]
2017176,2017-06-25,2017,6,3,0.013084423610896663,0.016826639874000782,0.00794181438108963,6.677707623479695e-05,0.02661554723433558,[0.00247915 0.01682664 0.01925606 0.02032335 0.02144981 0.02275629],173.52528445006322,206.0,58.616263112536664,1,223,[135.   206.   211.   213.   215.   217.19]
2017183,2017-07-02,2017,7,3,0.010230744624649454,0.013931548782293813,0.007964815309764263,6.677707623479695e-05,0.02521781184235494,[0.00099089 0.01393155 0.01775928 0.01925606 0.01978251 0.02032335],156.33501118568233,199.0,63.43921295744321,1,221,[101. 199. 208. 211. 212. 213.]
2017190,2017-07-09,2017,7,3,0.007629916668872178,0.006909321476787905,0.005743546331955633,6.677707623479695e-05,0.02203623524596353,[0.00205261 0.00690932 0.01250672 0.0155187  0.01728667 0.01874362],153.71,173.0,54.22918367022005,1,216,[128. 173. 195. 203. 207. 210.]
2017197,2017-07-16,2017,7,3,0.0047556061713243105,0.0029943419864698214,0.0045604831668983135,6.677707623479695e-05,0.017286672330235658,[0.00113396 0.00299434 0.00709822 0.01284865 0.0135608  0.01470373],135.07706093189964,142.0,49.747366897411545,1,207,[106. 142. 174. 196. 198. 201.]
2017204,2017-07-23,2017,7,3,0.004584200793785547,0.0035203464008066207,0.0038382742822573573,6.677707623479695e-05,0.016378849789041684,[0.00116496 0.00352035 0.00812306 0.01035489 0.01122761 0.01250672],136.79942363112391,148.0,47.366339775836785,1,205,[107. 148. 179. 188. 191. 195.]
2017211,2017-07-30,2017,7,3,0.005602105435260952,0.0030762058944845926,0.005898300201950598,6.677707623479695e-05,0.03580876970056082,[0.00099089 0.00307621 0.00981109 0.01319992 0.01605194 0.02521781],137.39673278879815,143.0,52.94162877172629,1,234,[101.   143.   186.   197.   204.25 221.  ]
2017218,2017-08-06,2017,8,3,0.011102449512824577,0.006372258716007311,0.012721694039398034,6.677707623479695e-05,0.05977992970248461,[0.00140705 0.00637226 0.0155187  0.02964773 0.03988829 0.05366602],157.26547431176573,170.0,59.77255691986546,1,253,[114. 170. 203. 227. 238. 249.]
2017225,2017-08-13,2017,8,3,0.010647892755089542,0.005275885965362675,0.012451654689632306,6.677707623479695e-05,0.05977992970248461,[0.00152564 0.00527589 0.0155187  0.03045828 0.03779352 0.05084771],155.95614251625113,163.0,58.40506360143721,1,253,[117. 163. 203. 228. 236. 247.]
2017232,2017-08-20,2017,8,3,0.00612164021635857,0.0032467092624460787,0.006248680956619753,6.677707623479695e-05,0.03129099693196857,[0.00101799 0.00324671 0.01122761 0.01637885 0.01775928 0.02144981],139.03609119471523,145.0,55.38384096992581,1,229,[102. 145. 191. 205. 208. 215.]
2017239,2017-08-27,2017,8,3,0.008779498029859062,0.003616591023243861,0.010523978429130222,6.677707623479695e-05,0.05977992970248461,[0.00140705 0.00361659 0.01431243 0.02325763 0.02964773 0.0481774 ],149.27553083923155,149.0,56.853144133129135,1,253,[114. 149. 200. 218. 227. 245.]
2017246,2017-09-03,2017,9,4,0.006613303693564798,0.004610259803284842,0.005985289756384521,6.677707623479695e-05,0.03214647813822493,[0.00194481 0.00461026 0.01007932 0.01637885 0.01978251 0.0226387 ],149.9708326920117,158.0,47.894993738820666,1,230,[126. 158. 187. 205. 212. 217.]
2017253,2017-09-10,2017,9,4,0.010181126997358202,0.007906884593269861,0.0098594435227312,6.677707623479695e-05,0.05977992970248461,[0.00152564 0.00790688 0.01594298 0.02203624 0.02885874 0.04443257],157.71028094338473,178.0,60.07227383502688,1,253,[117. 178. 204. 216. 226. 242.]
2017260,2017-09-17,2017,9,4,0.011449918317651287,0.005568309930770164,0.013468959733923098,6.677707623479695e-05,0.05977992970248461,[0.00107441 0.00556831 0.01728667 0.03302535 0.04097882 0.05256634],154.04706584626686,165.0,63.36344963633748,1,253,[104.   165.   207.   231.   239.   248.23]
2017267,2017-09-24,2017,9,4,0.0033638041187731647,0.0013331573150600305,0.005038077962470975,6.677707623479695e-05,0.037793524962700324,[0.00042943 0.00133316 0.00361659 0.01035489 0.01594298 0.02203624],110.48526321461286,112.0,54.86315346417171,1,236,[ 70. 112. 149. 188. 204. 216.]
2017274,2017-10-01,2017,10,4,0.002973770096737656,0.0012295307649586363,0.004528278109239329,6.677707623479695e-05,0.03678776469917318,[0.00044117 0.00122953 0.00324671 0.00812306 0.01250672 0.02203624],108.04832454573184,109.0,52.40164699164815,1,235,[ 71. 109. 145. 179. 195. 216.]
2017281,2017-10-08,2017,10,4,0.0037688904256785974,0.0017936404932533908,0.004714059657463523,6.677707623479695e-05,0.024546716116058534,[0.00066118 0.00179364 0.00527589 0.00929586 0.01431243 0.02144981],120.5021137586472,123.0,52.37508407499745,1,220,[ 86. 123. 163. 184. 200. 215.]
2017288,2017-10-15,2017,10,4,0.002789375942618695,0.0007169013529571055,0.005165683979107378,6.677707623479695e-05,0.02521781184235494,[0.00022478 0.0007169  0.00234896 0.00769647 0.01824481 0.0226387 ],93.48255475867415,89.0,58.093722826924306,1,221,[ 46.  89. 133. 177. 209. 217.]
2017295,2017-10-22,2017,10,4,0.005405842238725925,0.0012976793686699736,0.006789700130874023,6.677707623479695e-05,0.024546716116058534,[0.00025723 0.00129768 0.01122761 0.01637885 0.01874362 0.0226387 ],114.840242669363,111.0,70.22958228684783,1,220,[ 51. 111. 191. 205. 210. 217.]
2017302,2017-10-29,2017,10,4,0.002238258375940625,0.00034608390305791557,0.003749303556756198,6.677707623479695e-05,0.016378849789041684,[0.00014211 0.00034608 0.00184268 0.00880768 0.01184992 0.01319992],79.31495468277946,62.0,61.4206415989277,1,205,[ 29.  62. 124. 182. 193. 197.]
2017309,2017-11-05,2017,11,4,0.0012652758182142498,0.0002714909767550741,0.003181601138396266,6.677707623479695e-05,0.01874361693655935,[0.00013465 0.00027149 0.00057776 0.00140705 0.01035489 0.01594298],61.83080968356152,53.0,48.411780100739925,1,210,[ 27.  53.  81. 114. 188. 204.]
2017323,2017-11-19,2017,11,4,0.0019297973267608667,0.00039605126064267137,0.0028890371762561973,6.677707623479695e-05,0.012848647071018005,[0.00014211 0.00039605 0.00241318 0.00709822 0.00865532 0.01092882],81.22249093107618,67.0,59.290311738974815,1,196,[ 29.    67.   134.   174.   181.35 190.  ]
2017330,2017-11-26,2017,11,4,0.0008110472125318436,0.00042943100759441867,0.0008643099430074905,6.860273023526938e-05,0.005568309930770164,[0.00016707 0.00042943 0.00126315 0.00210872 0.00237465 0.00324671],71.49840255591054,70.0,42.39613315002172,2,165,[ 35.   70.  110.  129.  133.4 145. ]
2017337,2017-12-03,2017,12,1,0.0002760470038809028,0.0001626257827800473,0.0003980986042929211,6.677707623479695e-05,0.009550000624864566,"[9.74144538e-05 1.62625783e-04 3.02420620e-04 5.77759905e-04
 8.32743331e-04 1.84267778e-03]",39.112206572769956,34.0,29.24720750386657,1,185,[ 15.    34.    57.    81.    94.55 124.  ]
2017344,2017-12-10,2017,12,1,0.0003189665394272644,0.00021879802626908177,0.00028255845833637,6.677707623479695e-05,0.002479153400069546,[0.00011766 0.0002188  0.00042943 0.00069782 0.00088955 0.00133316],46.992369721668254,45.0,29.412689984715026,1,135,[ 22.  45.  70.  88.  97. 112.]
2017351,2017-12-17,2017,12,1,0.00037191490476480056,0.00022477986187010584,0.00038171001846916506,6.677707623479695e-05,0.0029943419864698214,[0.00011453 0.00022478 0.00047835 0.00087298 0.00122953 0.00167819],49.416172106824924,46.0,32.83050988657526,1,142,[ 21.    46.    74.    96.3  109.   120.53]
2017358,2017-12-24,2017,12,1,0.0003020900983287789,0.00019642076583367357,0.0002852830060867232,6.677707623479695e-05,0.0022864483748491924,[0.00010851 0.00019642 0.00038551 0.00067925 0.00088955 0.00144552],44.45414175918019,41.0,29.42625699428699,1,132,[ 19.  41.  66.  87.  97. 115.]
2017365,2017-12-31,2017,12,1,0.0004413108298240679,0.0002789134129525243,0.00044888009923475835,6.677707623479695e-05,0.004368148557683102,[0.00013465 0.00027891 0.00057776 0.00101799 0.00136961 0.00216637],55.56285911284762,54.0,33.60549675517894,1,156,[ 27.  54.  81. 102. 113. 130.]
2018007,2018-01-07,2018,1,1,0.001003117057558606,0.0006435812752801322,0.000985651874283885,6.677707623479695e-05,0.005876941937084154,[0.00023724 0.00064358 0.00148504 0.00247915 0.00307621 0.00413875],81.36179577464789,85.0,41.6694983984112,1,167,[ 48.  85. 116. 135. 143. 154.]
2018014,2018-01-14,2018,1,1,0.0002939651125317863,0.0001861055822416004,0.0002817102673159107,6.677707623479695e-05,0.001944810989946302,[0.00011148 0.00018611 0.00036527 0.00064358 0.00088955 0.00142321],43.56266810112964,39.0,28.996590932846782,1,126,[ 20.    39.    64.    85.    97.   114.42]
2018021,2018-01-21,2018,1,1,0.00047872783955776405,0.0002943726110391355,0.0005138243305347231,6.677707623479695e-05,0.0035203464008066207,[0.00015409 0.00029437 0.00060978 0.0010891  0.00152564 0.00261656],58.388101983002834,56.0,33.33025703583135,1,148,[ 32.   56.   83.  104.5 117.  137. ]
2018028,2018-01-28,2018,1,1,0.0004968747127861599,0.00031918274104621267,0.0005195664200427465,6.677707623479695e-05,0.005275885965362675,[0.00014998 0.00031918 0.00064358 0.00113396 0.00148504 0.00254693],59.354676258992804,59.0,34.51287836585976,1,163,[ 31.  59.  85. 106. 116. 136.]
2018035,2018-02-04,2018,2,1,0.0009545986609555739,0.0006792527416110926,0.000883151639669335,6.677707623479695e-05,0.004865790431142645,[0.00031918 0.00067925 0.00122953 0.00228645 0.00291466 0.0039793 ],84.04925325707022,87.0,35.97411669591359,1,160,[ 59.    87.   109.   132.   141.   152.54]
2018042,2018-02-11,2018,2,1,0.00043438604802154034,0.00025038793588587333,0.0005920495978600169,6.677707623479695e-05,0.0067254508006298515,[0.00012418 0.00025039 0.00051867 0.00093886 0.00136778 0.00274621],52.48676293622142,50.0,34.116608353914174,1,172,[ 24.    50.    77.    99.   112.95 138.78]
2018056,2018-02-25,2018,2,1,0.0004790092659331291,0.0003024206204051557,0.00048512172857613294,6.677707623479695e-05,0.0049988188634573615,[0.00014599 0.00030242 0.00064358 0.00110378 0.00144552 0.00228645],58.270674024438314,57.0,34.314230119676544,1,161,[ 30.  57.  85. 105. 115. 132.]
2018063,2018-03-04,2018,3,2,0.00037285174578286683,0.00023723862594941727,0.0003808449812245692,6.677707623479695e-05,0.004028611610130368,[0.00012418 0.00023724 0.00049143 0.00082041 0.00108322 0.00174591],50.581074168797954,48.0,31.718614991099127,1,153,[ 24.   48.   75.   94.  104.3 122. ]
2018070,2018-03-11,2018,3,2,0.0003455804411616197,0.00021297537911518986,0.00042001835946114225,6.677707623479695e-05,0.005568309930770164,[0.00011148 0.00021298 0.000418   0.00075664 0.00105439 0.00189306],46.59120458891013,44.0,31.725640285306092,1,165,[ 20.   44.   69.   91.  103.3 125. ]
2018077,2018-03-18,2018,3,2,0.0003687181790981412,0.0002437246189121554,0.0003740897135320638,6.677707623479695e-05,0.004610259803284842,[0.00012757 0.00024372 0.00047835 0.00079857 0.00107441 0.00174591],50.94018656246061,49.0,30.784701710230348,1,158,[ 25.  49.  74.  93. 104. 122.]
2018084,2018-03-25,2018,3,2,0.0003075104685006092,0.0001861055822416004,0.0003246044706509608,6.677707623479695e-05,0.004251903506478243,[0.00010562 0.00018611 0.00038551 0.00067925 0.00091387 0.00156735],43.73927018339951,39.0,30.507844546256575,1,155,[ 18.  39.  66.  87.  98. 118.]
2018091,2018-04-01,2018,4,2,0.0003580526723856978,0.00022477986187010584,0.0004117329832152692,6.677707623479695e-05,0.0067254508006298515,[0.00011766 0.00022478 0.00044117 0.00079857 0.00107441 0.00169945],48.63188225906552,46.0,31.479894178492835,1,172,[ 22.  46.  71.  93. 104. 121.]
2018098,2018-04-08,2018,4,2,0.00048077707793492,0.0002943726110391355,0.0006156086921463637,6.677707623479695e-05,0.005420126217583866,[0.00015409 0.00029437 0.00059356 0.00091387 0.00129768 0.00333547],57.680634201585505,56.0,33.265566164376644,1,164,[ 32.  56.  82.  98. 111. 146.]
2018105,2018-04-15,2018,4,2,0.0002800016624635265,0.0001626257827800473,0.0003612745206902587,6.677707623479695e-05,0.0033354727736323755,[0.00010008 0.00016263 0.00030242 0.00057776 0.00086242 0.00189306],39.82091346153846,34.0,29.08346154954822,1,146,[ 16.    34.    57.    81.    95.85 125.  ]
2018112,2018-04-22,2018,4,2,0.0002752180198909798,0.00018115294552343463,0.00034391899584275084,6.677707623479695e-05,0.010637985646376327,[0.00010281 0.00018115 0.00032791 0.00056238 0.00075664 0.00144552],41.12507221259388,38.0,28.139789102159646,1,189,[ 17.  38.  60.  80.  91. 115.]
2018119,2018-04-29,2018,4,2,0.0005922221728357693,0.0002789134129525243,0.0007377870311602526,6.860273023526938e-05,0.004251903506478243,[0.00013557 0.00027891 0.00065678 0.00169492 0.00210592 0.00297761],59.64414414414414,54.0,39.2696205270637,2,155,[ 27.25  54.    85.75 120.9  128.95 141.79]
