startdate_extracted,startdate_standard,year,month,season,mean_ci,median_ci,std_ci,min_ci,max_ci,perc_ci,mean_dn,median_dn,std_dn,min_dn,max_dn,perc_dn
2010115,2010-04-25,2010,4,2,0.005474611949298099,0.0062026803395049835,0.0029271951146585826,7.24051403982037e-05,0.011227612102877545,[0.00291466 0.00620268 0.00790688 0.00880768 0.00929586 0.01021159],153.55877034358048,169.0,35.732944058303396,4,191,[141.   169.   178.   182.   184.   187.48]
2010122,2010-05-02,2010,5,2,0.011344048635157564,0.011849919498210883,0.00465083392647743,6.677707623479695e-05,0.019782510276304014,[0.00929586 0.01184992 0.01470373 0.01682664 0.01775928 0.01920994],184.78791208791208,193.0,28.91286772038442,1,212,[184.   193.   201.   206.   208.   210.91]
2010136,2010-05-16,2010,5,2,0.005621031319761092,0.005420126217583866,0.0030545002777180243,0.00010562467848641765,0.010928823193440932,[0.00436815 0.00542013 0.00769647 0.00981109 0.01092882 0.01092882],155.03846153846155,164.0,34.72804316756878,18,190,[156. 164. 177. 186. 190. 190.]
2010143,2010-05-23,2010,5,2,0.008196040176179906,0.009811093170815422,0.0055959834221876795,6.677707623479695e-05,0.019256058648191517,[0.0016102  0.00981109 0.0135608  0.01431243 0.01470373 0.01594298],159.11757719714964,186.0,49.6644005693842,1,211,[119. 186. 198. 200. 201. 204.]
2010150,2010-05-30,2010,5,2,0.011045590376486156,0.013199923066441688,0.006453487715449991,7.047829676137728e-05,0.020323354845454233,[0.00486579 0.01319992 0.01637885 0.01775928 0.01874362 0.01978251],169.52568613652357,197.0,55.497496075894176,3,213,[160. 197. 205. 208. 210. 212.]
2010157,2010-06-06,2010,6,3,0.004384964010633081,0.0047363021478686205,0.002345045528616376,0.00010851240774472338,0.009048475191279258,[0.00228645 0.0047363  0.00603761 0.00727287 0.00822299 0.00904848],145.86320754716982,159.0,34.73491480762222,19,183,[132.   159.   168.   174.9  179.45 183.  ]
2010164,2010-06-13,2010,6,3,0.006382310393249465,0.004487571694164119,0.005903325406689645,6.677707623479695e-05,0.020323354845454233,[0.00053285 0.00448757 0.01250672 0.01431243 0.01510572 0.01682664],134.95816464237518,157.0,63.93716026715781,1,213,[ 78. 157. 195. 200. 202. 206.]
2010171,2010-06-20,2010,6,3,0.005654038481531014,0.004487571694164119,0.004697363402986178,6.677707623479695e-05,0.01551870222835037,[0.00104582 0.00448757 0.01035489 0.01217389 0.01284865 0.01431243],140.04639684106613,157.0,54.27785649029552,1,203,[103. 157. 188. 194. 196. 200.]
2010178,2010-06-27,2010,6,3,0.003141288594320452,0.0011968105255155059,0.0036813486177999432,6.677707623479695e-05,0.014703725960862944,[0.00033687 0.00119681 0.00542013 0.00929586 0.01122761 0.0135608 ],108.48733691481198,108.0,58.03526292648591,1,201,[ 61. 108. 164. 184. 191. 198.]
2010185,2010-07-04,2010,7,3,0.004093457080350699,0.0027615912627732323,0.003882291224757084,6.677707623479695e-05,0.02521781184235494,[0.00099089 0.00276159 0.00620268 0.01035489 0.01184992 0.01510572],130.51844969471728,139.0,48.59319128623336,1,221,[101. 139. 169. 188. 193. 202.]
2010192,2010-07-11,2010,7,3,0.004866085955263458,0.003616591023243861,0.004221933091931064,6.677707623479695e-05,0.02203623524596353,[0.00104582 0.00361659 0.00857329 0.01153457 0.01217389 0.01319992],136.67722117202268,149.0,50.445400597353306,1,216,[103. 149. 181. 192. 194. 197.]
2010199,2010-07-18,2010,7,3,0.0017396900071988237,0.0016994461197228832,0.0010988187826390424,7.24051403982037e-05,0.004251903506478243,[0.00075664 0.00169945 0.00254693 0.00331772 0.00371547 0.00413875],110.01036269430051,121.0,35.375262812302005,4,155,[ 91.  121.  136.  145.8 150.  154. ]
2010206,2010-07-25,2010,7,3,0.006155668754444598,0.004028611610130368,0.006713480647800743,6.677707623479695e-05,0.04564733211318595,[0.00156735 0.00402861 0.00812306 0.01431243 0.01824481 0.03392825],145.6222388618495,153.0,47.0537097981655,1,243,[118. 153. 179. 200. 209. 232.]
2010213,2010-08-01,2010,8,3,0.005437418006454063,0.004028611610130368,0.004749044234126085,6.860273023526938e-05,0.03882678224095402,[0.00199798 0.00402861 0.00790688 0.01184992 0.01431243 0.02032335],145.95017078561384,153.0,43.622109247270444,2,237,[127. 153. 178. 193. 200. 213.]
2010220,2010-08-08,2010,8,3,0.002786736141961284,0.0027615912627732323,0.0014649074778340628,6.677707623479695e-05,0.017286672330235658,[0.00174591 0.00276159 0.00366603 0.00461026 0.00542013 0.00620268],131.72300469483568,139.0,28.612663414509495,1,207,[122.  139.  149.5 158.  164.  169. ]
2010227,2010-08-15,2010,8,3,0.0036923160281332763,0.0022864483748491924,0.003619128067558625,6.677707623479695e-05,0.013199923066441688,[0.00069782 0.00228645 0.00572054 0.01007932 0.01092882 0.01153457],123.3971048513302,132.0,52.115571951370036,1,197,[ 88. 132. 166. 187. 190. 192.]
2010234,2010-08-22,2010,8,3,0.005618358229837797,0.0047363021478686205,0.004481671686103258,6.677707623479695e-05,0.017759281858445344,[0.00184268 0.0047363  0.00834514 0.01284865 0.01470373 0.01594298],145.3658536585366,159.0,48.23579350310322,1,208,[124. 159. 180. 196. 201. 204.]
2010241,2010-08-29,2010,8,3,0.0055359178233212025,0.003817046054913863,0.005208024361741562,6.677707623479695e-05,0.03392824534714122,[0.00133316 0.00381705 0.00880768 0.01319992 0.01470373 0.02239771],140.68445475638052,151.0,51.17308112753343,1,232,[112.  151.  182.  197.  201.  216.6]
2010248,2010-09-05,2010,9,4,0.006253292403245323,0.006037614778168966,0.004170071942311018,6.677707623479695e-05,0.02734320383481737,[0.00283709 0.00603761 0.00904848 0.01184992 0.0135608  0.01637885],154.8506552191595,168.0,41.3465435781613,1,224,[140. 168. 183. 193. 198. 205.]
2010255,2010-09-12,2010,9,4,0.0073053931596519135,0.0062026803395049835,0.005180167685155542,6.677707623479695e-05,0.024546716116058534,[0.00316031 0.00620268 0.01092882 0.01470373 0.01728667 0.02087899],160.9550130127649,169.0,39.32177313933239,1,220,[144. 169. 190. 201. 207. 214.]
2010262,2010-09-19,2010,9,4,0.0037342558765968365,0.0027615912627732323,0.003374801461992692,6.677707623479695e-05,0.02203623524596353,[0.00096452 0.00276159 0.00587694 0.00834514 0.01007932 0.01431243],128.96254557507459,139.0,46.968849710267854,1,216,[100. 139. 167. 180. 187. 200.]
2010269,2010-09-26,2010,9,4,0.005852939573200237,0.0047363021478686205,0.0054466276890650055,6.677707623479695e-05,0.04689530880192727,[0.00152564 0.0047363  0.00834514 0.01250672 0.01594298 0.02325763],144.03424798844645,159.0,50.43250389285884,1,244,[117. 159. 180. 195. 204. 218.]
2010276,2010-10-03,2010,10,4,0.004148654735678112,0.0026880998708233637,0.003752249800306661,6.677707623479695e-05,0.01824481230988928,[0.00066118 0.0026881  0.00790688 0.00981109 0.01035489 0.01122761],126.88248760015261,138.0,54.42325612635142,1,209,[ 86. 138. 178. 186. 188. 191.]
2010283,2010-10-10,2010,10,4,0.0038943476249396537,0.003921402306985135,0.002402153472204216,6.677707623479695e-05,0.013560802783119358,[0.00174591 0.0039214  0.00587694 0.00690932 0.00754285 0.00857329],138.16866028708134,152.0,40.104815108112476,1,198,[122.   152.   167.   173.   176.25 181.  ]
2010290,2010-10-17,2010,10,4,0.004790954997908816,0.005135484230830132,0.0022817302664040716,0.00018115294552343463,0.01824481230988928,[0.00316031 0.00513548 0.00620268 0.00753261 0.00790688 0.00812306],152.53903345724908,162.0,27.28786650776035,38,209,[144.  162.  169.  176.2 178.  179. ]
2010304,2010-10-31,2010,10,4,0.0029058787630070696,0.0024131782368785257,0.0020281729159227348,6.860273023526938e-05,0.008123055116193332,[0.00129768 0.00241318 0.00445772 0.00620268 0.00637226 0.00729228],128.37967914438502,134.0,35.22548017235518,2,179,[111.   134.   156.75 169.   170.   175.  ]
2010311,2010-11-07,2010,11,4,0.0025360842701616588,0.0024131782368785257,0.0018491515072668163,6.677707623479695e-05,0.0062026803395049835,[0.00082041 0.00241318 0.00413875 0.00542013 0.00572054 0.00603761],117.45492371705964,134.0,45.6985355477369,1,169,[ 94. 134. 154. 164. 166. 168.]
2010318,2010-11-14,2010,11,4,0.00040076978459556846,0.0002437246189121554,0.00030059088341106234,7.047829676137728e-05,0.001074408412123669,[0.00014998 0.00024372 0.00069782 0.00071309 0.0008599  0.00103151],55.46153846153846,49.0,31.321202906007453,3,104,[ 31.   49.   88.   88.8  95.  102.2]
2010325,2010-11-21,2010,11,4,0.0003123922732493252,9.482206303690697e-05,0.0005004628359838999,7.24051403982037e-05,0.0014850374297406216,"[8.28589451e-05 9.48220630e-05 1.31062184e-04 1.21569524e-03
 1.48503743e-03 1.48503743e-03]",30.307692307692307,14.0,37.31649380715144,4,116,[  9.   14.   26.   98.4 116.  116. ]
2010332,2010-11-28,2010,11,4,0.00027587451712236355,0.00023723862594941727,0.0001977838398614117,7.047829676137728e-05,0.0006611764860334898,"[8.62878987e-05 2.37238626e-04 3.99658387e-04 5.47418411e-04
 6.04297449e-04 6.49800679e-04]",42.63636363636363,48.0,29.579700432660747,3,86,[10.5 48.  67.  79.  82.5 85.3]
2010339,2010-12-05,2010,12,1,0.00031068865857931445,0.00031068865857931445,0.0,0.00031068865857931445,0.00031068865857931445,[0.00031069 0.00031069 0.00031069 0.00031069 0.00031069 0.00031069],58.0,58.0,0.0,58,58,[58. 58. 58. 58. 58. 58.]
2011002,2011-01-02,2011,1,1,0.00023618175104150085,0.00017163956294706596,9.127643774838513e-05,0.00017163956294706596,0.00036526612723037066,[0.00017164 0.00017164 0.00026845 0.00032654 0.0003459  0.00036139],45.333333333333336,36.0,13.199326582148887,36,64,[36.   36.   50.   58.4  61.2  63.44]
2011065,2011-03-06,2011,3,2,0.000445274845272427,0.00041800300124171275,0.0002957897899289665,9.741445384640692e-05,0.0008204070807291614,[0.00025771 0.000418   0.00061921 0.00073993 0.00078017 0.00081236],59.333333333333336,69.0,32.96799795087486,15,94,[42.  69.  81.5 89.  91.5 93.5]
2011079,2011-03-20,2011,3,2,0.0004922893898997203,0.0002714909767550741,0.00041940833996025056,0.00020179081761101134,0.0013696052118942733,[0.00021329 0.00027149 0.00058828 0.00106737 0.00121849 0.00133938],64.28571428571429,53.0,26.38567948021527,42,113,[ 44.    53.    77.   102.8  107.9  111.98]
2011086,2011-03-27,2011,3,2,0.00019811437251395067,0.00011960481895913197,0.0001368270461569847,7.24051403982037e-05,0.0003752523321380315,"[8.19444875e-05 1.19604819e-04 3.67762678e-04 3.75252332e-04
 3.75252332e-04 3.75252332e-04]",31.75,21.0,26.78035660703569,4,65,[ 8.5  21.   64.25 65.   65.   65.  ]
2011100,2011-04-10,2011,4,2,0.0013984393210252648,0.0013984393210252648,0.00016890855606662846,0.0012295307649586363,0.0015673478770918932,[0.00131399 0.00139844 0.00148289 0.00153357 0.00155046 0.00156397],113.5,113.5,4.5,109,118,[111.25 113.5  115.75 117.1  117.55 117.91]
2011107,2011-04-17,2011,4,2,9.260099464871504e-05,9.260099464871504e-05,7.476724758214524e-06,8.512426989050051e-05,0.00010007771940692956,"[8.88626323e-05 9.26009946e-05 9.63393570e-05 9.85823745e-05
 9.93300469e-05 9.99281849e-05]",13.0,13.0,3.0,10,16,[11.5  13.   14.5  15.4  15.7  15.94]
2011114,2011-04-24,2011,4,2,0.002649343361168178,0.002649343361168178,0.0020869587867004425,0.0005623845744677356,0.0047363021478686205,[0.00160586 0.00264934 0.00369282 0.00431891 0.00452761 0.00469456],119.5,119.5,39.5,80,159,[ 99.75 119.5  139.25 151.1  155.05 158.21]
2011128,2011-05-08,2011,5,2,0.002329023808632236,0.0007985744296989102,0.0028646306084915887,0.00023092523805587757,0.009811093170815422,[0.00033481 0.00079857 0.00285656 0.00637775 0.00878492 0.00960586],106.13333333333334,93.0,45.26642120699282,47,186,[ 60.5   93.   139.5  166.8  181.8  185.16]
2011135,2011-05-15,2011,5,2,0.0027615912627732323,0.0027615912627732323,0.0,0.0027615912627732323,0.0027615912627732323,[0.00276159 0.00276159 0.00276159 0.00276159 0.00276159 0.00276159],139.0,139.0,0.0,139,139,[139. 139. 139. 139. 139. 139.]
2011142,2011-05-22,2011,5,2,0.0028370918749717113,0.0028370918749717113,0.0,0.0028370918749717113,0.0028370918749717113,[0.00283709 0.00283709 0.00283709 0.00283709 0.00283709 0.00283709],140.0,140.0,0.0,140,140,[140. 140. 140. 140. 140. 140.]
2011149,2011-05-29,2011,5,2,0.0007539012898383909,0.0006978231935532213,0.00017972354709945037,0.0005328505274418883,0.0009645248027417586,[0.00060978 0.00069782 0.00096452 0.00096452 0.00096452 0.00096452],89.8,88.0,8.908422980528035,78,100,[ 83.  88. 100. 100. 100. 100.]
2011163,2011-06-12,2011,6,3,0.004397001647524018,0.0032467092624460787,0.0028039149323893053,0.0009645248027417586,0.007906884593269861,[0.00202566 0.00324671 0.00790688 0.00790688 0.00790688 0.00790688],147.25,145.0,27.160403163428924,100,178,[127.5 145.  178.  178.  178.  178. ]
2011177,2011-06-26,2011,6,3,0.0018930557325129345,0.0018930557325129345,0.0,0.0018930557325129345,0.0018930557325129345,[0.00189306 0.00189306 0.00189306 0.00189306 0.00189306 0.00189306],125.0,125.0,0.0,125,125,[125. 125. 125. 125. 125. 125.]
2011184,2011-07-03,2011,7,3,0.0019290003263292455,0.001997981211887043,0.0011264827849701597,8.984241139644306e-05,0.004865790431142645,[0.00088955 0.00199798 0.00283709 0.00333547 0.00361659 0.00428018],115.39792387543253,127.0,32.43376208560066,12,160,[ 97.   127.   140.   146.   149.   155.24]
2011191,2011-07-10,2011,7,3,0.0049070222266965925,0.004028611610130368,0.0045203222483549445,6.677707623479695e-05,0.05513322536354969,[0.0007365  0.00402861 0.00834514 0.01063799 0.01184992 0.01393155],133.27347611202637,153.0,55.777672185074366,1,250,[ 90. 153. 180. 189. 193. 199.]
2011198,2011-07-17,2011,7,3,0.005794029265250677,0.006372258716007311,0.0033339086419398624,8.285894512383413e-05,0.019256058648191517,[0.00283709 0.00637226 0.00769647 0.00929586 0.01153457 0.01510572],157.32205683355886,170.0,30.822099659722195,9,211,[140. 170. 177. 184. 192. 202.]
2011205,2011-07-24,2011,7,3,0.006139052341771418,0.005275885965362675,0.003934363542710133,7.641830489988815e-05,0.015105718944621501,[0.00276159 0.00527589 0.00929586 0.01250672 0.01284865 0.0135608 ],158.86539984164688,163.0,30.03833810507614,6,202,[139. 163. 184. 195. 196. 198.]
2011212,2011-07-31,2011,7,3,0.015877265542966652,0.012848647071018005,0.012554797915973798,6.677707623479695e-05,0.05977992970248461,[0.00542013 0.01284865 0.02389348 0.03485583 0.03988829 0.05084771],187.24732905982907,196.0,42.08793033909741,1,253,[164. 196. 219. 233. 238. 247.]
2011219,2011-08-07,2011,8,3,0.005715963028708311,0.004865790431142645,0.004970433694219711,6.677707623479695e-05,0.04817740458905927,[0.00254693 0.00486579 0.00709822 0.01122761 0.01393155 0.02464067],151.82662878543294,160.0,37.3945865623692,1,245,[136.   160.   174.   191.   199.   220.14]
2011226,2011-08-14,2011,8,3,0.004760495762793452,0.003921402306985135,0.003606035421644406,6.677707623479695e-05,0.02325762693933648,[0.00234896 0.0039214  0.00603761 0.01007932 0.01217389 0.01682664],146.28372849055546,152.0,36.136107574474295,1,218,[133. 152. 168. 187. 194. 206.]
2011233,2011-08-21,2011,8,3,0.007048113204238793,0.003921402306985135,0.008060839111209401,6.677707623479695e-05,0.04949455227475802,[0.00140705 0.0039214  0.01035489 0.01682664 0.02389348 0.03779352],146.3316999242233,152.0,51.922864301256105,1,246,[114. 152. 188. 206. 219. 236.]
2011240,2011-08-28,2011,8,3,0.005891867623217691,0.005275885965362675,0.0043754750127942684,6.677707623479695e-05,0.03129099693196857,[0.00261656 0.00527589 0.00790688 0.01122761 0.01470373 0.02032335],153.19228553321426,163.0,38.75937868913312,1,229,[137. 163. 178. 191. 201. 213.]
2011247,2011-09-04,2011,9,4,0.002225453662274123,0.0013701034461118845,0.0019454620213934782,7.438466303794841e-05,0.009295856266680787,[0.00059356 0.0013701  0.00361659 0.0047363  0.00527589 0.00778759],113.17592592592592,113.0,40.02703454557971,5,184,[ 82.   113.   149.   159.   163.   177.37]
2011254,2011-09-11,2011,9,4,0.00799033643543233,0.006037614778168966,0.007276120496477004,6.677707623479695e-05,0.058189067831025315,[0.0022256  0.00603761 0.01153457 0.01824481 0.0226387  0.031291  ],156.83241298008315,168.0,48.46815922579161,1,252,[131. 168. 192. 209. 217. 229.]
2011261,2011-09-18,2011,9,4,0.003975370845601135,0.0028370918749717113,0.0038868869835602398,6.677707623479695e-05,0.034855827690357666,[0.00113396 0.00283709 0.00572054 0.00880768 0.01153457 0.01824481],131.5774373259053,140.0,45.75714009590002,1,233,[106. 140. 166. 182. 192. 209.]
2011268,2011-09-25,2011,9,4,0.0051082771162377395,0.004368148557683102,0.004206760668472363,6.677707623479695e-05,0.04949455227475802,[0.00165422 0.00436815 0.00749165 0.01035489 0.01284865 0.01824481],142.91407876867362,156.0,45.95425664730604,1,246,[120. 156. 176. 188. 196. 209.]
2011275,2011-10-02,2011,10,4,0.015421510172196447,0.010354887860243467,0.014927309373016834,6.677707623479695e-05,0.05977992970248461,[0.00333547 0.01035489 0.02325763 0.03882678 0.0481774  0.05664054],176.00598929572678,188.0,55.59941365600665,1,253,[146. 188. 218. 237. 245. 251.]
2011282,2011-10-09,2011,10,4,0.012905717883296345,0.008573287741366752,0.013018312029547643,6.677707623479695e-05,0.05977992970248461,[0.00299434 0.00857329 0.01824481 0.03214648 0.04209916 0.05513323],170.5597798436705,181.0,52.9253864020911,1,253,[142. 181. 209. 230. 240. 250.]
2011289,2011-10-16,2011,10,4,0.0009539246738681282,0.0007169013529571055,0.0008498778575285846,6.677707623479695e-05,0.005568309930770164,[0.00024372 0.0007169  0.00144552 0.00210872 0.00261656 0.00361659],81.52565277141548,89.0,40.44399323562454,1,165,[ 49.  89. 115. 129. 137. 149.]
2011296,2011-10-23,2011,10,4,0.00188588492328666,0.0005642267231695502,0.0027330986250514713,6.860273023526938e-05,0.010354887860243467,[0.00018    0.00056423 0.00289527 0.00503571 0.00966652 0.01035489],85.44444444444444,80.0,57.434557498615135,2,188,[ 37.5   80.   140.75 161.   185.4  188.  ]
2011303,2011-10-30,2011,10,4,0.0014035880522889476,0.00039605126064267137,0.0026510901106756948,7.24051403982037e-05,0.016378849789041684,[0.00019119 0.00039605 0.00113396 0.00350474 0.00556209 0.01228256],76.97101449275362,67.0,48.8754616760115,4,205,[ 40.    67.   106.   147.8  163.6  193.44]
2011310,2011-11-06,2011,11,4,0.00185983039873868,0.0008895521219738812,0.0023352495301424943,8.512426989050051e-05,0.007906884593269861,[0.00038551 0.00088955 0.00148504 0.00492111 0.00616205 0.00755792],92.46153846153847,97.0,52.315044732136506,10,178,[ 66.    97.   116.   160.4  167.8  175.96]
2011317,2011-11-13,2011,11,4,0.0014633614845205498,0.0011376735247474235,0.0008708603246747646,0.00013464536253370588,0.004138751965430195,[0.00096452 0.00113767 0.00181849 0.00208975 0.00274952 0.00386091],108.25,106.0,26.21426138574192,27,154,[100.  106.  123.5 128.5 137.5 150.7]
2011324,2011-11-20,2011,11,4,0.0003072955145825567,0.00028653877508056605,0.00012614698012880114,7.850754557821981e-05,0.0005186703236257731,[0.00023126 0.00028654 0.00040688 0.00046562 0.00049215 0.00051337],53.54545454545455,55.0,18.917830148319368,7,77,[47.  55.  68.  73.  75.  76.6]
2011338,2011-12-04,2011,12,1,0.0005727456511608392,0.00023723862594941727,0.0009573760587796414,6.677707623479695e-05,0.004865790431142645,[0.00019126 0.00023724 0.00060978 0.0009431  0.00106877 0.00403169],58.47826086956522,48.0,36.57971588690554,1,160,[ 40.    48.    83.    98.6  103.8  147.68]
2011345,2011-12-11,2011,12,1,0.00015831943364768392,0.00013106218378977397,8.35304767209392e-05,7.24051403982037e-05,0.0002714909767550741,[0.00010173 0.00013106 0.00020128 0.00024341 0.00025745 0.00026868],27.666666666666668,26.0,20.038851153585515,4,53,[15.   26.   39.5  47.6  50.3  52.46]
2011352,2011-12-18,2011,12,1,0.00035214113060159507,0.00026178205854005264,0.0003510110459091823,7.24051403982037e-05,0.0014070495771637387,[0.00013465 0.00026178 0.00040244 0.00051213 0.00091844 0.00130933],48.75,48.5,31.366449698151474,4,114,[ 27.    48.5   67.5   76.5   93.65 109.93]
2011359,2011-12-25,2011,12,1,0.0002589662553073089,0.00019119362172890828,0.0001638980973045802,6.860273023526938e-05,0.0005474184113914281,[0.00013111 0.00019119 0.00044117 0.00044117 0.00049429 0.00053679],43.27272727272727,40.0,24.816017221621234,2,79,[26.  40.  71.  71.  75.  78.2]
2012001,2012-01-01,2012,1,1,0.00023802898261477372,0.00021297537911518986,0.0001444674075061787,8.065390511855354e-05,0.00042943100759441867,"[8.23076851e-05 2.12975379e-04 3.88797001e-04 4.29431008e-04
 4.29431008e-04 4.29431008e-04]",39.75,44.0,26.13785568863674,8,70,[ 8.75 44.   66.25 70.   70.   70.  ]
2012008,2012-01-08,2012,1,1,0.00032052157927863514,0.0001421082855563661,0.00034878810068954237,0.0001421082855563661,0.0010179850498743426,[0.00014211 0.00014211 0.0001583  0.00067411 0.00084605 0.0009836 ],44.4,29.0,28.841636569376572,29,102,[29.   29.   33.   74.4  88.2  99.24]
2012015,2012-01-15,2012,1,1,0.00021904357605797325,0.0001900236373290361,9.588558650250218e-05,0.00012087469743578924,0.0003752523321380315,[0.00015552 0.00019002 0.00025354 0.00032657 0.00035091 0.00037038],41.75,39.5,15.35211711784404,23,65,[32.   39.5  49.25 58.7  61.85 64.37]
2012029,2012-01-29,2012,1,1,0.0013647075328949189,0.0009908944592761167,0.0009118027182163769,0.0005623845744677356,0.0029146566385597063,[0.00088377 0.00099089 0.00147184 0.00233753 0.00262609 0.00285694],105.75,101.0,22.083647796503186,80,141,[ 95.75 101.   111.   129.   135.   139.8 ]
2012036,2012-02-05,2012,2,1,6.860273023526938e-05,6.860273023526938e-05,0.0,6.860273023526938e-05,6.860273023526938e-05,"[6.86027302e-05 6.86027302e-05 6.86027302e-05 6.86027302e-05
 6.86027302e-05 6.86027302e-05]",2.0,2.0,0.0,2,2,[2. 2. 2. 2. 2. 2.]
2012043,2012-02-12,2012,2,1,0.0003182719895956936,0.00035554567493746266,5.2712951329957084e-05,0.0002437246189121554,0.00035554567493746266,[0.00029964 0.00035555 0.00035555 0.00035555 0.00035555 0.00035555],58.333333333333336,63.0,6.599663291074444,49,63,[56. 63. 63. 63. 63. 63.]
2012057,2012-02-26,2012,2,1,0.0001419694933442396,0.00011452687219239174,4.7312333456526616e-05,0.00011452687219239174,0.0002437246189121554,[0.00011453 0.00011453 0.00014112 0.00019685 0.00022029 0.00023904],27.333333333333332,21.0,10.354816378006044,21,49,[21.  21.  28.5 40.  44.5 48.1]
2012064,2012-03-04,2012,3,2,0.0002526996118274369,0.0002714909767550741,9.260326126851161e-05,0.00013106218378977397,0.00035554567493746266,[0.00020128 0.00027149 0.00031352 0.00033873 0.00034714 0.00035386],47.333333333333336,53.0,15.627610892974722,26,63,[39.5 53.  58.  61.  62.  62.8]
2012078,2012-03-18,2012,3,2,0.0017170088167136287,0.002052605082802338,0.0004746047909844223,0.0010458162845362108,0.002052605082802338,[0.00154921 0.00205261 0.00205261 0.00205261 0.00205261 0.00205261],119.66666666666667,128.0,11.785113019775793,103,128,[115.5 128.  128.  128.  128.  128. ]
2012085,2012-03-25,2012,3,2,0.0034502517665291024,0.0034502517665291024,0.002752428572975881,0.0006978231935532213,0.0062026803395049835,[0.00207404 0.00345025 0.00482647 0.00565219 0.00592744 0.00614763],128.5,128.5,40.5,88,169,[108.25 128.5  148.75 160.9  164.95 168.19]
2012092,2012-04-01,2012,4,2,0.0006581038273188039,0.0005704870010726254,0.0003967740222358465,0.0001421082855563661,0.001263145560429136,[0.00044616 0.00057049 0.00086816 0.00126315 0.00126315 0.00126315],77.125,80.5,27.669647178813104,29,110,[ 68.25  80.5   95.   110.   110.   110.  ]
2016115,2016-04-24,2016,4,2,0.0007199678231028006,0.00043334214767645925,0.0009253709128966205,7.047829676137728e-05,0.004610259803284842,[0.00016383 0.00043334 0.00073984 0.00148832 0.00276159 0.00396323],67.55555555555556,70.0,39.20136366990627,3,158,[ 34.25  70.    90.   115.   139.   151.35]
2016122,2016-05-01,2016,5,2,0.001341472418219413,0.0006702146138222912,0.0015955857100378393,7.24051403982037e-05,0.006372258716007311,[0.00026456 0.00067021 0.00152564 0.00428678 0.00527589 0.00637226],88.23469387755102,86.5,43.05473522048753,4,170,[ 52.   86.5 117.  155.3 163.  170. ]
2016129,2016-05-08,2016,5,2,0.0015247859066354632,0.0014850374297406216,0.001081933820452836,7.047829676137728e-05,0.005568309930770164,[0.00049824 0.00148504 0.00216637 0.00299434 0.00333547 0.00449647],102.13505747126437,116.0,39.25523071884562,3,165,[ 75.5  116.   130.   142.   146.   157.06]
2016136,2016-05-15,2016,5,2,0.001154814577906193,0.0005328505274418883,0.0013216706108271305,7.850754557821981e-05,0.005420126217583866,[0.00027149 0.00053285 0.00173525 0.00316031 0.00380814 0.00521803],84.02777777777777,78.0,41.470194190199294,7,164,[ 53.    78.   121.75 144.   150.9  162.58]
2016143,2016-05-22,2016,5,2,0.0029954888720150103,0.002348958802944899,0.0022691915606934737,6.860273023526938e-05,0.010354887860243467,[0.00129768 0.00234896 0.00436815 0.00654647 0.00749165 0.00904848],127.56170212765957,133.0,38.26802761481565,2,188,[111. 133. 156. 171. 176. 183.]
2016150,2016-05-29,2016,5,2,0.006925827894776469,0.007906884593269861,0.0036262294297380376,7.047829676137728e-05,0.01874361693655935,[0.00371547 0.00790688 0.00981109 0.01092882 0.01153457 0.01284865],161.6636670416198,178.0,38.48302383013497,3,210,[150. 178. 186. 190. 192. 196.]
2016157,2016-06-05,2016,6,3,0.01036618964598858,0.012173890749379723,0.006237615463553122,6.860273023526938e-05,0.020323354845454233,[0.0047363  0.01217389 0.01594298 0.01728667 0.01775928 0.01874362],168.0608552631579,194.0,54.002645956667315,2,213,[159. 194. 204. 207. 208. 210.]
2016164,2016-06-12,2016,6,3,0.012072485609690266,0.014703725960862944,0.0064803861910604724,6.677707623479695e-05,0.02521781184235494,[0.00729228 0.01470373 0.01775928 0.01824481 0.01874362 0.01978251],177.93145743145743,201.0,47.883234061883286,1,221,[175. 201. 208. 209. 210. 212.]
2016171,2016-06-19,2016,6,3,0.011337095911954765,0.013560802783119358,0.005494528099506169,6.860273023526938e-05,0.019782510276304014,[0.00948646 0.0135608  0.01510572 0.01637885 0.01682664 0.01775928],176.31652046783626,198.0,48.28594127419451,2,212,[184.75 198.   202.   205.   206.   208.  ]
2016178,2016-06-26,2016,6,3,0.011225759874742445,0.012506719222878195,0.004732222279571878,6.677707623479695e-05,0.019256058648191517,[0.00981109 0.01250672 0.01470373 0.0155187  0.01637885 0.01728667],180.89319620253164,195.0,38.83844114624537,1,211,[186. 195. 201. 203. 205. 207.]
2016185,2016-07-03,2016,7,3,0.011443501817285118,0.013199923066441688,0.0044190821221025325,6.677707623479695e-05,0.019256058648191517,[0.01007932 0.01319992 0.01431243 0.01510572 0.01594298 0.01775928],183.06867671691793,197.0,36.597090626203105,1,211,[187. 197. 200. 202. 204. 208.]
2016192,2016-07-10,2016,7,3,0.008797489507590678,0.0049988188634573615,0.00819504792359542,6.677707623479695e-05,0.03045828176842181,[0.00116496 0.00499882 0.0155187  0.02032335 0.0226387  0.02809075],150.67398119122257,161.0,59.662075178853826,1,228,[107. 161. 203. 213. 217. 225.]
