year,season,mean_ci_mean,mean_ci_std,median_ci_mean,std_ci_mean,min_ci_min,max_ci_max,mean_dn_mean,mean_dn_std,median_dn_mean,std_dn_mean,min_dn_min,max_dn_max
2018,2,0.0021304290971263574,0.0034717373633302087,0.0022854814304962483,0.0012670062247677441,6.677707623479695e-05,0.020878985851911634,75.86739932256114,51.06691801511568,77.23076923076923,33.529633082555044,1,214
2018,3,0.0045906309743339235,0.003250646834743631,0.0032959335819471402,0.004385778148613083,6.677707623479695e-05,0.03580876970056082,126.09285856479329,26.08795430877428,130.46153846153845,47.61044526274186,1,234
2018,4,0.003261210121524955,0.0027141011141582068,0.002852903393364473,0.0027719623915314837,6.677707623479695e-05,0.03045828176842181,95.85182143986584,47.11698604709366,100.07692307692308,47.669219297710455,1,228
2019,1,0.00044443096759567925,0.0001750459997131971,0.0002860394075572225,0.00045136183297136176,6.677707623479695e-05,0.0062026803395049835,54.08246569036529,11.118104598898471,52.38461538461539,32.86066203500353,1,169
2019,2,0.0011209303338634961,0.001833821630901088,0.0009548978165951651,0.0008384139011163321,6.677707623479695e-05,0.013560802783119358,68.4193924371326,34.155763016655705,69.11538461538461,34.40860232918661,1,198
2019,3,0.007444414419742084,0.0036460470167608305,0.005818828095447096,0.006706127379504576,6.677707623479695e-05,0.05977992970248461,147.8797270126002,22.50964320788287,159.76923076923077,50.316030260025705,1,253
2019,4,0.0018631188195110443,0.0008820691310893914,0.0004557188133994417,0.002574806344477399,6.677707623479695e-05,0.03045828176842181,78.29118369201225,19.45713356778281,67.3076923076923,54.53000686425477,1,228
2020,1,0.0003611974789053389,5.976330696086066e-05,0.00022393386981422886,0.0003779069502599383,6.677707623479695e-05,0.0062026803395049835,48.75128020848573,5.404351383641483,45.208333333333336,31.47465881800113,1,169
2020,2,0.0005177384132045987,0.0002669730356403724,0.0003126135444018431,0.0006329304504985772,6.677707623479695e-05,0.013931548782293813,56.92666243720862,11.945226242178688,55.42857142857143,33.949898153365936,1,199
2020,3,0.0032646020688886493,0.0014385866071385674,0.0023948223280333605,0.0031267719496891984,6.677707623479695e-05,0.04443256654631229,118.87696580320124,21.361624291592335,125.53846153846153,45.97321804831232,1,242
2020,4,0.0008912859757228335,0.0007901271500634426,0.0005992037593552858,0.000871105112830508,6.677707623479695e-05,0.012173890749379723,66.78016342783985,28.514287047781863,65.6923076923077,36.908128496095095,1,194
2021,1,0.0003976573865101238,7.904049793470236e-05,0.0002454756951014075,0.00041152780813544194,6.677707623479695e-05,0.007491648628402593,51.57075752687456,6.524437823406545,48.53846153846154,32.47053691603233,1,176
2021,2,0.0008862514830625035,0.0007887692999477253,0.00044486164081523465,0.00126596619721297,6.677707623479695e-05,0.028858742295052624,67.2660607837404,18.67659769800184,65.84615384615384,38.19520649721183,1,226
2021,3,0.0033088339077914086,0.001952941595307767,0.00262254963451132,0.002922608509269051,6.677707623479695e-05,0.050847710161519684,117.9146962385572,23.329878183159384,128.96153846153845,44.997634525553465,1,247
2021,4,0.0017768931235030221,0.0013955895869711616,0.0012750934522700414,0.0018658579200401617,6.677707623479695e-05,0.03882678224095402,83.98716536697803,35.529818376367565,88.15384615384616,43.553760642022226,1,237
2022,1,0.0004779006854210708,0.00017061400012070122,0.0002989740180033877,0.0005022308974226864,6.677707623479695e-05,0.009295856266680787,56.178303752147684,10.857167033796518,54.5,33.712943163925665,1,184
2022,2,0.0007929115195180075,0.0006973279840723736,0.0005172867178946919,0.001016122003336433,6.677707623479695e-05,0.02734320383481737,66.67184410604091,16.6653285798495,69.1923076923077,36.891162194080614,1,224
2022,3,0.00677981009051199,0.0014953370727236565,0.005083865152007332,0.006822685644272986,6.677707623479695e-05,0.05977992970248461,143.99790638901317,9.841561727182212,157.92307692307693,54.31395061196428,1,253
2022,4,0.002628452544143433,0.001806768781887558,0.0011785207529177214,0.0036187762885584933,6.677707623479695e-05,0.05977992970248461,91.03181332205644,32.130887643130805,93.1923076923077,50.08660022045623,1,253
2023,1,0.00036658123902563576,8.520728484559572e-05,0.00023310923758870417,0.0003773845739058409,6.677707623479695e-05,0.005568309930770164,48.83479886204695,5.839221010393431,46.42857142857143,31.870092168152777,1,165
2023,2,0.0008167058031873372,0.0008764962405466909,0.000614228968084527,0.0007903897062071245,6.677707623479695e-05,0.01824481230988928,66.18595572622927,24.417322474857574,67.15384615384616,35.3562786833927,1,209
2023,3,0.005526555803434357,0.001584580455312895,0.0047926974365433955,0.004184751929695578,6.677707623479695e-05,0.052237862751382015,144.67468852118338,15.456446655485767,155.07692307692307,44.832913799270166,1,248
2023,4,0.001643501977991167,0.0010401052767655906,0.0006101693452751871,0.0020958843571241364,6.677707623479695e-05,0.01874361693655935,78.3680623080688,24.307967524370415,74.53846153846153,48.42179666163411,1,210
2024,1,0.0003354145424804723,8.118498554090973e-05,0.0002232043476482716,0.0003262759523997216,6.677707623479695e-05,0.004610259803284842,47.064223964755804,7.907726233595397,44.5,29.893412325246175,1,158
2024,2,0.0006847676623865928,0.0005175292343702572,0.00038797354026955886,0.0007604843329794166,6.677707623479695e-05,0.010637985646376327,61.99461201271593,19.335384795140154,59.65384615384615,35.9700651776578,1,189
2024,3,0.006106461295392295,0.004197824305382572,0.005201979848304135,0.0052338530027617475,6.677707623479695e-05,0.05977992970248461,139.91406934909074,19.911349276957385,152.96153846153845,48.626588825787664,1,253
2024,4,0.0015736357174403735,0.0007539222385287423,0.0007401497739329007,0.001899914573268619,6.677707623479695e-05,0.028858742295052624,85.91469645409263,18.20406065884181,84.63636363636364,47.244980026876654,1,226
