year,month,mean_ci_mean,mean_ci_std,median_ci_mean,std_ci_mean,min_ci_min,max_ci_max,mean_dn_mean,mean_dn_std,median_dn_mean,std_dn_mean,min_dn_min,max_dn_max
2018,11,0.0003267290078265752,0.0001298892239365565,0.0001944135009185658,0.00036083110024530326,6.677707623479695e-05,0.004368148557683102,43.63123718279556,12.802828282899512,38.25,29.606920118237618,1,156
2018,12,0.0003512915285215696,9.64800247440147e-05,0.00021920334899050575,0.00037059280248070254,6.677707623479695e-05,0.004028611610130368,47.30713084541033,8.741800630103535,44.0,30.955335357784655,1,153
2019,1,0.0005012044675087387,0.0002575412774673352,0.0003209939992383915,0.0005249285618256921,6.677707623479695e-05,0.0062026803395049835,56.61652920532137,15.391748920994962,54.75,34.03505674796719,1,169
2019,2,0.0005157343877747794,0.00014149629652662123,0.00033322864493357933,0.0005076066736996458,6.677707623479695e-05,0.0062026803395049835,60.08420127997793,8.19441130116869,59.75,34.4868112372133,1,169
2019,3,0.0003482756447123865,7.90076042280307e-05,0.00022917714766965236,0.0003601660744752709,6.677707623479695e-05,0.006909321476787905,48.119481689790845,7.205942403346705,45.8,30.401914989194143,1,173
2019,4,0.0005600588737076296,0.00022834489073282106,0.00037086548125164244,0.0005536230743548042,6.677707623479695e-05,0.005420126217583866,62.271972730936426,12.565965067662122,62.25,34.27378206785086,1,164
2019,5,0.0026837176303246965,0.00296897052973565,0.0024726159709672203,0.0017487841573529351,6.677707623479695e-05,0.013931548782293813,99.99862770215711,49.329511450582004,104.625,40.77941860058765,1,199
2019,6,0.005984973271815075,0.0026315884771988575,0.00571750992530253,0.004386041685002954,6.677707623479695e-05,0.021449807549949466,142.80194371494028,18.723696664585685,161.1,50.768339032549584,1,215
2019,7,0.00974005930354635,0.0049062344797526644,0.006992409093694148,0.009136623862441032,6.677707623479695e-05,0.05977992970248461,155.5452143801714,32.47110788959058,162.0,50.421427550164196,1,253
2019,8,0.007036224632239107,0.003018227117147851,0.004872606738594389,0.00720663403074263,6.677707623479695e-05,0.05977992970248461,147.08430720261612,19.363003636562514,156.5,49.52495283694165,1,253
2019,9,0.0022412978162159006,0.00026033255250765866,0.0005578952332916448,0.003154751018201253,6.677707623479695e-05,0.03129099693196857,90.48509582188787,0.30399723363953063,79.4,57.857212631610615,1,229
2019,10,0.002450524778241462,0.00045690130452693547,0.0005709513597581407,0.0032020498904485393,6.677707623479695e-05,0.012848647071018005,87.59747743190306,10.956915888586508,75.0,63.395061704645826,1,196
2019,11,0.000805261291269972,0.00078751499527961,0.0002219356416931721,0.0012297958959401852,6.677707623479695e-05,0.010928823193440932,53.84557950846542,16.075788722611872,44.75,41.58239087652066,1,190
2019,12,0.0003450270800643213,8.374329877494952e-05,0.00021867073667637015,0.0003512358516901157,6.677707623479695e-05,0.004610259803284842,47.40865938847343,6.840898335166859,44.4,30.697417473983784,1,158
2020,1,0.00035586856429964614,4.678665727537336e-05,0.000220837110006878,0.0003710885537365678,6.677707623479695e-05,0.004610259803284842,48.55455455770236,3.929711578001353,45.125,31.36323088447987,1,158
2020,2,0.0003507337995755631,5.073404234807727e-05,0.00022275771826158337,0.00036815753213963567,6.677707623479695e-05,0.0062026803395049835,48.22705009772136,3.5688045608559062,45.5,31.031845865519355,1,169
